source_type,dataset_name,num_tokens,text_hash
natural_language,wikitext/wikitext-103-raw-v1,579,d017bc6cd3e4427caa7a5a472171bcda06e7e6ee
code,code_search_net/python,343,1a9cf5b80088e9ebb8d07e9407cead7b5884302e
chat,OpenAssistant/oasst1,348,a1055150a13d7885a7bb4afb59ceb8ef3d732f85
json_config,OpenAssistant/oasst1/raw_json_rows,608,0d1d11355878f678313e5720339a0c0dbc3aef19
chat,OpenAssistant/oasst1,519,0a48c4c08d0890a427efba43aad5a62ddf47ebe2
code,code_search_net/python,444,888288d177ea3bbc44c27cfd8bf4010c7eba4d6d
natural_language,wikitext/wikitext-103-raw-v1,1028,8d397160be475b0ede85c8dcf0ac6a0973ef1640
json_config,OpenAssistant/oasst1/raw_json_rows,734,027aa6825ad703940e659111a224787d80b5a744
code,code_search_net/python,316,d6af7d0d1dd5c74c90eb144430fe1a68aab4cf0a
chat,OpenAssistant/oasst1,414,c5509aad438f743d64c01e04669a548c2f1e5f19
json_config,OpenAssistant/oasst1/raw_json_rows,841,8273e959bf3130d13e2341ff6fea17a0e3f4da1f
chat,OpenAssistant/oasst1,395,0f1ca7c74fece0f474d68334f19af063ea1b7389
json_config,OpenAssistant/oasst1/raw_json_rows,1060,6bfc232ca9fd0d206f4a8236a2e50dbe2f34e9a5
code,code_search_net/python,256,f7f47ef81f7ae4b96a29db10ed59ba6c1e1185fb
math,EleutherAI/hendrycks_math/algebra/test,1238,799834d29f6c5a9ea7e5f9c3d9be1f16e5411afd
chat,OpenAssistant/oasst1,564,4a279462665725f038cf67ebe86259e38f673047
chat,OpenAssistant/oasst1,511,06fb21a030990de83d262325b7433d45cb5e237d
math,EleutherAI/hendrycks_math/precalculus/test,268,f98a837673e2fc30b95251b015df6a0fba924b0a
math,gsm8k/main/train,319,5a93fad5721a947660ff29b67fd376957fa083be
natural_language,wikitext/wikitext-103-raw-v1,379,d0cc2ff646cd4b546e21bb3d0d8786074f801d38
code,code_search_net/python,940,69dec9595db8e5c97247c288c64d93a2a025ab4a
natural_language,wikitext/wikitext-103-raw-v1,470,ebf3516c3b83c9e0f3ef54569db5294de0e3380c
code,code_search_net/python,659,b2117f043cf3cdaf9485987e65a6db7cb44ea89e
natural_language,wikitext/wikitext-103-raw-v1,907,eb4c63add089707b138203fea730a62acdb5b07d
math,EleutherAI/hendrycks_math/geometry/test,430,184b2b5e7335dd55daec00a3ac367553ea0e8844
code,code_search_net/python,332,aa5c96de5bef2ba87c60bf02673cf2d4bebe312d
chat,OpenAssistant/oasst1,452,7c2cf28cdb0901f795b03d83e04d2274ddd93ab7
natural_language,wikitext/wikitext-103-raw-v1,1003,16e63cdacb4f983f2a17d576ad71e5342e37e97c
math,EleutherAI/hendrycks_math/precalculus/test,324,0d2e76e111892a59ba0254b0ef2c69827b8997ee
natural_language,wikitext/wikitext-103-raw-v1,401,082ddf00c840b60e8377fa4e32cc2972fb47f557
json_config,OpenAssistant/oasst1/raw_json_rows,597,c6e8e742654c7011788c191732f76f92de6b2428
natural_language,wikitext/wikitext-103-raw-v1,1671,7b827eb7b16bcbfc7d1f14998dd4ef865cf579e2
natural_language,wikitext/wikitext-103-raw-v1,516,17dae9b5a0224ab84dbd09e41452ea3b5c738137
chat,OpenAssistant/oasst1,516,78c87b296a643a032d3ad91b741a9b6b6e7c92cc
math,gsm8k/main/train,257,19e8748acada1a50b8fa7602e4707b292da9b2fb
math,EleutherAI/hendrycks_math/geometry/train,590,e01a22c9edf7001de948b88fd681bd8f44750b16
chat,OpenAssistant/oasst1,718,c4a14008f2281792c07a6373ccc917e09fb2ca9a
chat,OpenAssistant/oasst1,476,64d906f57cbce8de1baefce3063999785d942348
natural_language,wikitext/wikitext-103-raw-v1,470,9146aba2ca6a8373093af580dfdf403d698edd80
json_config,OpenAssistant/oasst1/raw_json_rows,493,e9d6d53ec75724302aa923e0e3d1cc5786f6b730
math,EleutherAI/hendrycks_math/number_theory/train,403,5e6209e517a4bab9f243ecf1db0cf558518e0e37
math,gsm8k/main/test,539,362247c666e2e05efaa6568669dffd1be2c4515d
json_config,OpenAssistant/oasst1/raw_json_rows,532,c30e602110b3d53b630619e3248db1f4ccc5dd19
code,code_search_net/python,780,c5d220fb0f623a1f735e151b965fbc21a115cdc9
json_config,OpenAssistant/oasst1/raw_json_rows,499,cfd9336a798cfdfae74717c717b81df268738cf2
code,code_search_net/python,4157,0c3d50e20de513097de1f3843395fd4cb27b7034
json_config,OpenAssistant/oasst1/raw_json_rows,480,c057da4efa082f2b66e11bb5aab84383be141cef
code,code_search_net/python,271,666e7256ee55d060dfcd4740758799eb8a851683
code,code_search_net/python,885,8ecaa075ca1ac22693b4685db8bd47491d28019b
natural_language,wikitext/wikitext-103-raw-v1,320,6748d9732dfc9b79b47bfeca2535d150df00c791
natural_language,wikitext/wikitext-103-raw-v1,291,9e695a50e62b4e64fff4717ab6850e36c480696f
json_config,OpenAssistant/oasst1/raw_json_rows,647,80f9f5c2fa1d47f763628880cda35433973df71a
math,EleutherAI/hendrycks_math/intermediate_algebra/train,529,38090b4ab9bf155e5496ebfc0a01abe38a35efac
math,EleutherAI/hendrycks_math/precalculus/test,294,cc94be009d60a95c83130ee86d37655e8c4c3f5a
json_config,OpenAssistant/oasst1/raw_json_rows,793,3c370e22040584290949b1e8c38396096d384821
json_config,OpenAssistant/oasst1/raw_json_rows,511,76130e0524fabd0ba521c7e637aa0e43b3529e25
natural_language,wikitext/wikitext-103-raw-v1,673,dc154b340ab4fa3d621a3fc8775675a5290e212c
natural_language,wikitext/wikitext-103-raw-v1,657,f8c7d7c7f3a6a77033907ba75bc64f28f0e84d34
code,code_search_net/python,329,4c4f2642b7396d968820aeca72cb28a8fde15bc8
json_config,OpenAssistant/oasst1/raw_json_rows,755,ee6f11a501f35f405ba0d049d52e72161ce9270e
json_config,OpenAssistant/oasst1/raw_json_rows,558,048bfb16425e2e776aa42ad0263843e470ffec57
math,EleutherAI/hendrycks_math/geometry/train,463,f8b4ec71ebb9927ad4c4563ac4e43a501bcdb6f7
json_config,OpenAssistant/oasst1/raw_json_rows,614,59b1e3738c8d55dc6f356c169b2d378f0d8b5778
chat,OpenAssistant/oasst1,2720,7a2eb8c5edff534e0c63a45526c072876530a091
natural_language,wikitext/wikitext-103-raw-v1,346,ef74970a9811f6dc820867ec1f2352dcc0de285e
math,EleutherAI/hendrycks_math/precalculus/train,332,2b53a61ece8f7cd1374914fd8df3fe6502c015a0
math,EleutherAI/hendrycks_math/precalculus/test,566,80bfaef5587f5c3bf39a33cbadc21029772add81
code,code_search_net/python,790,3776444d65ef9a24cba7986911ff1cde1f0b9c68
math,EleutherAI/hendrycks_math/intermediate_algebra/test,538,0807182f10571504fc333771a61bd7c269691b2e
chat,OpenAssistant/oasst1,647,58df5b341db974af6c288bf92b109a6d160d38a2
code,code_search_net/python,517,f7bc723fd11a8e9e1da42c57b8768cf3b2bcd9d6
chat,OpenAssistant/oasst1,876,c6f45d79998b68cd839df0a9f87c4bcbea072aa1
math,EleutherAI/hendrycks_math/counting_and_probability/test,517,db7a40a960f45f585f1bccd1e5a804f44e3b3aa5
chat,OpenAssistant/oasst1,702,51ed21c77a9a864a875ab390aa21689af5238734
natural_language,wikitext/wikitext-103-raw-v1,644,2a6869e09298bdf7740e0c626028a03b2c4388ba
json_config,OpenAssistant/oasst1/raw_json_rows,474,ea0d8898a2952fc595b0266fddaadf62f547ed22
chat,OpenAssistant/oasst1,762,f54c2ad882229cd9244eee24b914f41a229056a0
math,EleutherAI/hendrycks_math/intermediate_algebra/train,1456,feded9a4eb8900867683109272d2718eae8f5cc9
natural_language,wikitext/wikitext-103-raw-v1,754,86a01d5c9a3af32b47b327211a9b9706261a8361
math,EleutherAI/hendrycks_math/geometry/test,409,c5cabbc7a6ab559f01eb18391d2a76a05ce100a7
json_config,OpenAssistant/oasst1/raw_json_rows,535,68a4c11fd5f9379c57758f25363c73086508b3bd
code,code_search_net/python,352,7bf6e90965175a47696f021815b380abde8d5dc7
code,code_search_net/python,346,b075ee1fd98efa06adfdd12ad2857480ac739d88
natural_language,wikitext/wikitext-103-raw-v1,535,3593da5b9b59ec4adb9b3d3ebecc435739cf5aef
math,gsm8k/main/test,276,7f4a6f8411b4e3923299b644984e6804ec2054ca
json_config,OpenAssistant/oasst1/raw_json_rows,717,428dba0f54feb26dd497ddb98b1035e6606ba792
math,gsm8k/main/test,294,b7abd678558ba893a9434dacf32a06324d8a16fe
chat,OpenAssistant/oasst1,619,8bdc6555fc49046c9fb5d6b2a7d1451fb7f0baf7
json_config,OpenAssistant/oasst1/raw_json_rows,534,6c16f3171377e267444f73fe431d66f91fa6e48e
natural_language,wikitext/wikitext-103-raw-v1,934,c52f8cedf638fc29dbae363fa9ddaf0f2bfebaa9
json_config,OpenAssistant/oasst1/raw_json_rows,436,c5204f3b19b053574c2e2678e5f8348d90aff2f6
math,gsm8k/main/train,322,429d381d648ca1ae42dd20225e98e2b257857902
chat,OpenAssistant/oasst1,373,b13b49bd8e553059ad9641e81874fc79d5ed4a80
math,gsm8k/main/train,367,02d060eab3d74c149e1da2dbfa47cd83c91faecc
math,EleutherAI/hendrycks_math/number_theory/test,317,fbe8f2114833a0345deda336602cc59b1929a0af
natural_language,wikitext/wikitext-103-raw-v1,983,c000995b48a823f88280dd786f8f27094cf1d7e7
code,code_search_net/python,1022,95eb506d573f4f9d985fa2e3526fc31b0bc0ba27
natural_language,wikitext/wikitext-103-raw-v1,280,c77aba9ade350974d9e8fae648e468592c7c4959
math,gsm8k/main/test,275,0949d736d8deffa81318623f2510598b74cb867b
natural_language,wikitext/wikitext-103-raw-v1,529,386d764dc3edbc8d5a64b2971a325bcdf2ddb04c
chat,OpenAssistant/oasst1,441,6ab57fcf7a1315d81e619fd2444a310e6960ee90
math,gsm8k/main/train,326,ab990639989f7f06a05e43cf1dd56f46f5d2321d
code,code_search_net/python,645,2b9c13bb35e8b6ab81ba9e917e4cb10210f07048
code,code_search_net/python,338,392c1fe668a79f5252e6825c5f25ab68c6aa81fd
natural_language,wikitext/wikitext-103-raw-v1,1716,f394aa1563bc1bf026398c8e447862de435f30a5
natural_language,wikitext/wikitext-103-raw-v1,718,1d621f5a7d955eaa6b954fecd354d1c76fafc17e
natural_language,wikitext/wikitext-103-raw-v1,900,533b7577df43ac6982769e2336394a1bee216fe7
math,EleutherAI/hendrycks_math/intermediate_algebra/train,544,6e5c4793fb180d6b4c0616041c22bec7b9ac4e8d
natural_language,wikitext/wikitext-103-raw-v1,779,89c3dff4e64ff9f3cfd0f6cee266622639334a70
math,EleutherAI/hendrycks_math/geometry/train,372,320680b4c47b5749d2a9d06498226e44178d1430
natural_language,wikitext/wikitext-103-raw-v1,586,11478c2876856d69617f979c0b3cc902156550c8
code,code_search_net/python,271,5e30b598d3ad072d6c2502bff6af8acc74a9d977
code,code_search_net/python,308,ea4b63261390db4cd0ca06889bba103546869f5a
chat,OpenAssistant/oasst1,730,871d619a5de169249636e0fada6310496a6c51ab
math,EleutherAI/hendrycks_math/precalculus/test,316,dc6d602bd9979ddfb60c587d540a520f50d2d5b8
natural_language,wikitext/wikitext-103-raw-v1,1126,149733c736bc99e336354960b17be4eceb04e98c
json_config,OpenAssistant/oasst1/raw_json_rows,1001,08f8c45029eb5952d2f8b4adcdc2d91586f89815
json_config,OpenAssistant/oasst1/raw_json_rows,460,82a5b27383057af3c42e5113207050636c138907
code,code_search_net/python,270,4b1f1d1820289701beeef14ffff999e5927c1e80
chat,OpenAssistant/oasst1,356,d783a4b37368d7cf139e6e14369be923762299d7
natural_language,wikitext/wikitext-103-raw-v1,1242,cbf7a01c88fb8386df046b89bcfc25172f4467e0
math,EleutherAI/hendrycks_math/algebra/test,612,c6180353de6fa4d90bc00ce2bd00bca46cbe7e2e
chat,OpenAssistant/oasst1,303,0ea5bbd8c9951c964c682bbce0b8f52a94406085
code,code_search_net/python,572,95568b2ec8e5b418ff56606b772d79ff42235525
json_config,OpenAssistant/oasst1/raw_json_rows,665,881ae188df484a241f9696719a815b5dfd9a0425
chat,OpenAssistant/oasst1,395,3d63a0df71c49814e8e82afec37fd821fc832c58
natural_language,wikitext/wikitext-103-raw-v1,357,835f41db54ffd166e018af1bb675ef40d4bc5cce
json_config,OpenAssistant/oasst1/raw_json_rows,713,7cbae439c06b3a2d993c1a2672e4ffd0e378c9d5
math,EleutherAI/hendrycks_math/intermediate_algebra/train,551,e4d97591f6c2ab99e44ff7bbe178b92a6c99ff85
json_config,OpenAssistant/oasst1/raw_json_rows,554,060659fbc382011de77948d1c6d9a4e8ce027547
natural_language,wikitext/wikitext-103-raw-v1,536,ec28445d45a58f6731125b3d10101e499c6705ef
code,code_search_net/python,7743,c996f8274c260c99d714a74f72ba164609390a89
chat,OpenAssistant/oasst1,776,bc0ba61f8f768aff17c3f9328f23b321ecd0d0b1
json_config,OpenAssistant/oasst1/raw_json_rows,627,562b5e9ab91aa01dfe105e9becf3ff03e9b7bde3
math,gsm8k/main/train,266,4f05708e53b387993aaa792b0f941090c9a9f89f
json_config,OpenAssistant/oasst1/raw_json_rows,658,0bb89008b8168845f465517e7c31b6d21dcffbd9
code,code_search_net/python,322,a31cabf122060d806bc6836d22276d4d28d1f053
chat,OpenAssistant/oasst1,594,313cf866290393afcfcd84662c441e18c26154e2
chat,OpenAssistant/oasst1,943,55dfedaa0eadd5a461543945a8b4b09faeb6ea1c
json_config,OpenAssistant/oasst1/raw_json_rows,575,9c7226dd7bc464cddfc29dd3526b2dd3245c830c
math,gsm8k/main/train,337,c53d7f92b59bee4165dc1252306faae19ab5f9d3
code,code_search_net/python,365,1576393ee09964df1e0bc4a8a88b61815956645c
math,EleutherAI/hendrycks_math/intermediate_algebra/test,533,ef0c673920dc03bdf8c3436d57aa06b0d8c6cc7c
code,code_search_net/python,264,27729f994baf9198a67df588648e5d9da94ee5e5
math,EleutherAI/hendrycks_math/precalculus/train,264,3b6934bf794d259bbb30af62ca2c283154043753
code,code_search_net/python,290,d70fb039d0906063d47157c3351852c9da348127
natural_language,wikitext/wikitext-103-raw-v1,866,32334612127907224c189918096137be3acf3bdb
code,code_search_net/python,332,3fbcf844b7fca917c511045ee1769271d1b3af12
math,gsm8k/main/train,353,f717c811f31e5f927bcdb3dabc1747a34d79cd51
math,EleutherAI/hendrycks_math/algebra/test,420,1f6c834775cb3a308dc76a7fa950c71a6da73af6
natural_language,wikitext/wikitext-103-raw-v1,313,4fbc2c73512372c7e0993eb87035a019da6c89bb
chat,OpenAssistant/oasst1,655,3fe90a376f8986ecbabb5d9540ea559e4855dda4
code,code_search_net/python,600,c34d971e442819a30a5e24cf031a1ef424f918f6
chat,OpenAssistant/oasst1,470,71a63a630ece623bc94a0c3f949d65282e7a1485
code,code_search_net/python,459,9c74011ff5c10d0d9b3a8d70d0deeaa6c267b5f4
natural_language,wikitext/wikitext-103-raw-v1,444,1ea0fe613d26fe511d0796423498132ccafe9271
natural_language,wikitext/wikitext-103-raw-v1,683,1c58d5a2c5df8ab2aebc33d598dd52607807f181
natural_language,wikitext/wikitext-103-raw-v1,359,f87856bacbc8f7eeae353c750925ca841ed0c0ad
math,EleutherAI/hendrycks_math/prealgebra/test,307,996ce05325c78f31c38b986ba721f9302a77ba52
code,code_search_net/python,324,dc6659440d359618e91b13d620bb5b63ddbaa650
natural_language,wikitext/wikitext-103-raw-v1,725,d277afafe8b6d3c99650d988cbc8f83a3e8e4e14
math,EleutherAI/hendrycks_math/prealgebra/train,275,b8bd86ea426b5f0f2d53d542d7ca8f9b3846bd0b
natural_language,wikitext/wikitext-103-raw-v1,699,16d63f658673db4b4af95a13aebe1ab8b5b70bdc
chat,OpenAssistant/oasst1,347,d2beed2c7ac048220adb2d7858a539b094c07ebb
math,gsm8k/main/train,411,8cfe7ff428739f2ed147860f96abcf155ed10166
natural_language,wikitext/wikitext-103-raw-v1,802,a6a1b2ae1de9d190ab6e017317747d6a64d2757c
math,EleutherAI/hendrycks_math/precalculus/train,617,e62ebc705548e535277fe3c5533546850316fd9d
math,gsm8k/main/train,268,82fb8ae9e46613f3f05e67044476c50940c7ce0e
math,EleutherAI/hendrycks_math/counting_and_probability/train,277,a7247673382f9f275aee87744154e55fb211823f
code,code_search_net/python,425,177516e2a3fb89f34ccac5677b4d1191b58e5958
chat,OpenAssistant/oasst1,408,8186ad2bb0c9ce2ce0507918ed8ca6bc234f63dc
math,gsm8k/main/train,288,41b8d1abc06764ff945fc5e0bc0eac86a8741db1
natural_language,wikitext/wikitext-103-raw-v1,642,245713df01bc05e48dd221ee6ea8d02ddef91c38
math,EleutherAI/hendrycks_math/intermediate_algebra/train,315,3ae5b8f5d049947ba97819c7d064065b9c4265a0
natural_language,wikitext/wikitext-103-raw-v1,691,aeef6518a59eb2be2be1893f4d1b11f66adada88
chat,OpenAssistant/oasst1,592,e36cebbb723848f6419580345bbe6c686e5b32d9
math,EleutherAI/hendrycks_math/counting_and_probability/test,310,8e8e15e85f51591308f1d274469fc4972574b366
natural_language,wikitext/wikitext-103-raw-v1,548,4cf1dc58e83eabfed9eca58b2824a6418a9ad8ff
chat,OpenAssistant/oasst1,888,d23242b51114224bc7763cc55793f22dacaf746f
math,gsm8k/main/train,277,7940af3686b3ffefe1c92932a3d811279ae5c02f
json_config,OpenAssistant/oasst1/raw_json_rows,516,8af41d6085221066e0b9b1acba442c5b164107c1
chat,OpenAssistant/oasst1,313,94408f834d859d4eea9d9c476947da81359b0a78
math,EleutherAI/hendrycks_math/algebra/test,476,af488cb3d5c75c4f37b955f1dce56592a9318522
chat,OpenAssistant/oasst1,492,27c12ef6c4fe6569a0760ec5b33b55b5d0df6b08
natural_language,wikitext/wikitext-103-raw-v1,735,0871a2a69510bf3243f88486d3a656d8868e1d1d
chat,OpenAssistant/oasst1,431,8fa905b81b5a4bf1f763108689e74936efb69459
json_config,OpenAssistant/oasst1/raw_json_rows,458,2f39c6c59c715a849786eb3935a43f33f39a4a6d
chat,OpenAssistant/oasst1,981,a4be4e7fe89627fe7afeebddf17b226371ceb46c
code,code_search_net/python,375,547aa9b931748eff20c6c5356e75e0c833749e5e
code,code_search_net/python,344,9468e5901bfbe8441f90a6cff95929fbace7d684
natural_language,wikitext/wikitext-103-raw-v1,415,d6c49d9ee0dc77aafe64628e10bdd2e1bcd2b65a
math,EleutherAI/hendrycks_math/algebra/train,2193,008b8e049d638267f506c1c0d057941dc0d55fba
math,gsm8k/main/train,339,be19788af138a504fa1cb6408a627b457907dcf0
natural_language,wikitext/wikitext-103-raw-v1,676,bbea20534572127ed07d9519fe269fba6818b47e
math,gsm8k/main/train,335,1a02c5a98917f68565e1d00894431fcfe1120c15
code,code_search_net/python,347,6f50f5f859da80ed45b0f1ba66015ccf0c7adb12
math,EleutherAI/hendrycks_math/intermediate_algebra/test,509,13705eec5928e5b4af8247847718183f206bf8cd
code,code_search_net/python,375,99c6cb1e10c2c30515aa4bc98b1d6103e1a62252
math,EleutherAI/hendrycks_math/prealgebra/train,433,702ce29bccdfcdb9642c5e3c779b57e19a1e52fd
chat,OpenAssistant/oasst1,1321,06172dcf8018334fb51f589fc7a5c467c5bb1466
json_config,OpenAssistant/oasst1/raw_json_rows,500,4c746e9608fcb7d4ffaea60bdc3cead055c08cda
code,code_search_net/python,703,9dac8fa6c4b1c11be3d8b35cfce1e9e34f13c5a8
json_config,OpenAssistant/oasst1/raw_json_rows,922,177630431db2e9af764d52713247b9cb446de180
math,gsm8k/main/test,336,dd682afb78880805864160db4aceea14161ed519
math,gsm8k/main/train,328,3db3ddd70d7239b42e0afd8b0959a1cac17f603b
code,code_search_net/python,258,eeb28b5652a2d4c99eb31c4f61a1996262ebbb16
json_config,OpenAssistant/oasst1/raw_json_rows,478,1bd72ba2e41adda008e45359d249b337f24798b1
math,EleutherAI/hendrycks_math/intermediate_algebra/test,341,330f44741ee054ae7b39bff6daf7d5873e18c0ef
code,code_search_net/python,287,aa48d77398010cabd177830ad75266bca39e539b
math,gsm8k/main/train,289,5e5648307e9af6f2b06d60d8b663557cd01e72a2
chat,OpenAssistant/oasst1,442,895a001d6468ea8dbcd504e6852613dccedf11b4
chat,OpenAssistant/oasst1,289,c8de3a7ca2e0ae0426cc47215d2a7c31068f4ee7
json_config,OpenAssistant/oasst1/raw_json_rows,3286,78527910f4594c44ef4d2a0cd096a541f59276c6
json_config,OpenAssistant/oasst1/raw_json_rows,914,3dfc6b4862f0d09152400d1c8bbc772fb9728aee
math,EleutherAI/hendrycks_math/precalculus/test,264,2b5a10cd0a40a7a488e7bdaf2c140b24c9496e58
math,gsm8k/main/train,478,3a1821d2ed9266271e5a65bd805dcecdf0e4dc8f
chat,OpenAssistant/oasst1,337,ec03f775ba37684d73fbc4667cf669337beee1d2
math,EleutherAI/hendrycks_math/intermediate_algebra/test,464,5715c6b321557623c41ebe06f1c97b24c3018415
natural_language,wikitext/wikitext-103-raw-v1,399,45b9b7f27896bd532098525fdfeebcd750535253
chat,OpenAssistant/oasst1,769,2f0e442671d377995a6c2ecc0359c3e7eae13579
math,EleutherAI/hendrycks_math/geometry/train,1450,43701023b0441ec348c2015452886dbcf7daa3eb
chat,OpenAssistant/oasst1,396,e5f91e9d0a5f6ba5de7389a97361be832e59a8c0
code,code_search_net/python,411,50b4b62cb4622cbceba2354bbc47e2bf34072f5d
chat,OpenAssistant/oasst1,303,dc87097d41fec6345768234847dc56da6541b7ba
natural_language,wikitext/wikitext-103-raw-v1,412,585b1c96b6fb61fe051fbd3f74671fc03aefd165
math,EleutherAI/hendrycks_math/intermediate_algebra/train,305,5178ce6204476a55b132b6abf7b3d9a377c72011
code,code_search_net/python,435,0c6445cea8f9aa35b65c66135e2628ecb5ab38de
json_config,OpenAssistant/oasst1/raw_json_rows,928,6859e6aa321634e211a73a0e2e391da5f3839656
code,code_search_net/python,391,91354492c6d67b1c7cbb93c37ae3f8ce0c0217fa
math,EleutherAI/hendrycks_math/algebra/train,271,57ba08bb79f57c6114c23c3b161d5a70510f5026
math,EleutherAI/hendrycks_math/precalculus/train,561,296a58a2ad12ae6fccab44fa4b84673a6d527e2e
natural_language,wikitext/wikitext-103-raw-v1,445,c98553ed3f67ade8b7707842a372cbae2b684ad0
code,code_search_net/python,319,fa768fe5bfa6b08db3dd6b7bacbe545794e50019
chat,OpenAssistant/oasst1,628,c675cd445c6ae9db7eedf85c7b908cc8dfd80f7d
code,code_search_net/python,344,b11600c2995c0fdf797c4842d38239c39dab13ac
math,EleutherAI/hendrycks_math/algebra/train,280,ce91d49e16bd56dbbe0632f930cd5aaa7ff4154d
math,EleutherAI/hendrycks_math/geometry/test,319,9eb2b1c48ea8f259687d2dbec34de61a79d5c383
math,EleutherAI/hendrycks_math/intermediate_algebra/train,383,f5f5d2761a6aeb0859989152f830bec0fa823dce
chat,OpenAssistant/oasst1,640,9284eb4cf122d22528b7d4dbf351d2f74ef9a8ea
json_config,OpenAssistant/oasst1/raw_json_rows,588,13f0d6fde47427cb2011864eeca38bfb852a21ad
math,EleutherAI/hendrycks_math/prealgebra/train,259,68d2563e756cc0856e4bb8b8ef3f1f96df531990
json_config,OpenAssistant/oasst1/raw_json_rows,273,6d2885a9a91eb13a6054ed0cfb826e2b8ad1aa3d
math,EleutherAI/hendrycks_math/algebra/test,509,80d21ccbaf79100d31940e3d8ca2195a0267239d
code,code_search_net/python,1445,09c302b345dedd975bf1009abd77f535dd567dd9
chat,OpenAssistant/oasst1,433,29bb6f0765c4859f864052b9acd3935b60a303d5
natural_language,wikitext/wikitext-103-raw-v1,870,bca3c26ebd2983afe683b12ed17798380a4fcee0
json_config,OpenAssistant/oasst1/raw_json_rows,538,7435ab30319d81865be11ee04021902ab20fa4f6
natural_language,wikitext/wikitext-103-raw-v1,289,d14866b69adafac4e6ae6fdf68f190931a546656
json_config,OpenAssistant/oasst1/raw_json_rows,525,6913c968bdfe610dcc45cc854282e74e7d8d2e84
chat,OpenAssistant/oasst1,468,db985be976676aff8e54982d9372c7fb8413a5f1
json_config,OpenAssistant/oasst1/raw_json_rows,719,5dedd6a3aff33cf620648f0eeaf9459322939b16
math,gsm8k/main/train,256,5557a3afc73be59c4a9264bf102baf7ae87d565e
chat,OpenAssistant/oasst1,791,aa09baf6ccc051f5935861168f8d8415b595de1e
math,gsm8k/main/train,271,38cb05c35c42acfdcf6929e8f3b19f6a03daf478
natural_language,wikitext/wikitext-103-raw-v1,329,5df2edeea545b1f0e084908103c6065f8db1f715
math,gsm8k/main/train,336,d80983c51c30a7b4858dd2fae362014bd7b9bd0a
chat,OpenAssistant/oasst1,331,a2a5f41d342fed333f42ab48592a91cd6ed9c3f0
json_config,OpenAssistant/oasst1/raw_json_rows,642,632a7be82a7e5be8098a925db7c3128e48dd487e
math,gsm8k/main/train,262,ee39cd37d332766d5cb32579e63984aa5893579f
math,EleutherAI/hendrycks_math/intermediate_algebra/train,386,8be02d8fd7d9e3079d42d932fb1be27c9cf8842f
natural_language,wikitext/wikitext-103-raw-v1,1629,6d18569fe5ceadc6e90ed49de3acc487f160cc3f
json_config,OpenAssistant/oasst1/raw_json_rows,674,5d234b77ed4dab2bb0675f7f626de720dcc777bf
chat,OpenAssistant/oasst1,297,0e628e636ab685ee72c0f3c239bdf5c202c2c7fe
code,code_search_net/python,307,4977c29f4172f236e34d6849e6ed974ae0ac413c
math,gsm8k/main/train,335,cce75cf883c963d295494327d32360814221a213
chat,OpenAssistant/oasst1,682,b9d7c3e449e579afd22a2d59dfb9f097c09cc29b
natural_language,wikitext/wikitext-103-raw-v1,421,062d8a951fccce1086f84283006ea67134e52ba3
code,code_search_net/python,620,0b444dd158b406e1cd4d93f8bb82d836989d97a9
code,code_search_net/python,323,6ab8fd645fc22a86f97ca24fdb7cbf1f9c8eb449
code,code_search_net/python,276,c7621c65f53c6a286f60955edb01ddd3c9f4dbd9
code,code_search_net/python,409,66b4d026ea99da71d3ad21f6ddd51474e94acb0f
json_config,OpenAssistant/oasst1/raw_json_rows,513,3ba774baee7f4ccc78898bb08238504ee120ec1c
natural_language,wikitext/wikitext-103-raw-v1,1639,5eefd9d78ee071b08d3c247fa3a16bba522eeb70
natural_language,wikitext/wikitext-103-raw-v1,604,c0abf9e398eedbf5b19eaee4d0cd0e2270639302
chat,OpenAssistant/oasst1,260,6f497a4373395221ffeb81713e5e2e9e7cd8a403
math,EleutherAI/hendrycks_math/precalculus/train,352,78972146cc639ecf20b0d4b5f9a7a1d9168103d0
math,EleutherAI/hendrycks_math/intermediate_algebra/train,294,ab40d701f222f747f4dda0add8ebc7e088bd4a40
math,EleutherAI/hendrycks_math/intermediate_algebra/test,551,e864d0df1eee63a8d8627b605873addd9f534e50
json_config,OpenAssistant/oasst1/raw_json_rows,336,342a4f602391ec3651ca4ab9067e933ecd9145da
math,EleutherAI/hendrycks_math/geometry/train,392,0a998438482fe55842d50373bfb417c453df3dfe
code,code_search_net/python,643,48232ef0b30ea1035a5aad9133dd711a03845876
json_config,OpenAssistant/oasst1/raw_json_rows,754,4d147eb4028fdb02229604b2d175c168a7fadb15
chat,OpenAssistant/oasst1,942,ee607f8c27d3313f36467599e126df33673e47c3
chat,OpenAssistant/oasst1,263,53bf637dbd14e9ab9b74c73293331e56f6d49371
natural_language,wikitext/wikitext-103-raw-v1,1380,5368fd9e6cab657c7014821aaee7f31076926fc9
json_config,OpenAssistant/oasst1/raw_json_rows,1254,dfd14760a5329a5d34d228033286fac30e979caf
math,gsm8k/main/test,283,ffee3534f6aefe34e8ccf295011e1200c39b4e30
code,code_search_net/python,731,93bb9f0e64f1a165b974ce2fb3bcde9da2c4ddda
math,gsm8k/main/train,331,74aff65560e59be91992f1ddea8ad1e6d58438ff
